Descripción*;Grupo terapéutico
POMADA OC AUREOMICINA ;S01AA
POMADA OC CLORAMFENICOL;S01AA
POMADA OC DEXAFENICOL ;S01CA
POMADA OC HIDROC CLORANF;S01CA
POMADA OC IDU ;S01AD
POMADA OC KANCINOLONA ;S01CA
POMADA OC TRIANTIBIOTIC;S01AA
POMADA OCULOS EPITELIZANTE ;S01AA
POMADA OCULOS HIDROCORTISONA NEOMICINA;S01CA
POMADA PPTADO BLANC ;D04AX
POMADA QUEMADURAS ASENS;D08AX
POMADA REVULSIVA ;M02AX
POMADA SULFAMIDA ORRAVAN ;D06CA
POMADA WILFE ;D06BA
PONDERAL ;A08AA
PONDERAL RETARD ;A08AA
PONDINIL ;A08AA
PONTALSIC ;N02AX
PORFANIL INF SUPOS;N05AL
POSEDRINE;N03AX
POSITON UNGUENTO 60 G;D07CB
POSTFEMIN ;G03AC
POSTINOR;G03AD
POTASICO BIEFFE ME ;B05BB
POTASIO 20 MEQ SALINA FISIO ;B05XA
POTASIO BIOMENDI EN GLUCOSA ;B05XA
POTASIO G.E.S EN GLUCOSA ;B05XA
POTASIO GRIFOLS EN GLUCOSA ;B05XA
POTASIO SALINA BIOMENDI ;B05XA
POTASIO SALINA G.E.S ;B05XA
POTASION ;A12BA
POTENCIATOR ;A13AA
POTENDAL ;J01DD
POVIDONA YODADA ;D08AG
POXIDER ;D07CC
PRADAXA ;B01AE
PRALIFAN ;L01DB
PRAMIMYLAN ;N04BC
PRAMIPEXOL ;N04BC
PRAMOX ;D04AB
PRANDIN ;A10BX
PRANZO ;A15AA
PRAREDUCT ;C10AA
PRAVASTATINA ;C10AA
PRAXILENE;C04AX
PRE PAR ;G02CA
PRECOPEN ;J01CA
PRECOPEN MUCOLITICO ;R05CZ
PRECURGEN ;A05BA
PRED FORTE ;S01BA
PREDNI AZULENO ;D07CA
PREDNISONA ;H02AB
PREDONIUM ;C09BA
PREFIN ;N02AE
PREGNYL ;G03XA
PRELIDITA ;N06BX
PREMARIN ;G03CA
PREMARIN VAGINAL ;G03CA
PREMELLE;G03FA
PREMELLE CICLICO ;G03FB
PRENAZON ;M01AX
PREOTACT ;H05AA
PREPARACION H ;C05AX
PREPIDIL JERINGA-GEL;G02AD
PREPULSID ;A03FA
PRESAR ;N06AB
PRESCAINA LLORENS;S01HA
PRESDETEN ;C08CA
PRESINEX ;H01BA
PRESLOW ;C08CA
PRESSITAN ;C09AA
PRESSITAN PLUS ;C09BA
PRETERAX ;C09BA
PREVALON ;A13AA
PREVENAR ;J07AL
PREVENCOR ;C10AA
PREZISTA ;J05AE
PRIALT;N02BG
PRICILONE ;A07DA
PRIDIO ;R05X
PRIDONAL ;N05AL
PRILIGY ;G04BX
PRIMAFEN ;J01DD
PRIMENE ;B05BA
PRIMOBOLAN DEPOT ;A14AA
PRIMOLUT NOR ;G03DC
PRIMOSISTON ;G03FB
PRIMOSISTON FUERTE ;G03FB
PRIMOVER;S01GX
PRIMOVIST ;V08CA
PRIMPERAN ;A03FA
PRIMPERAN COMPLEX ;A03FA
PRIMSOJA ;G02CX
PRINDERIN ;J01DA
PRINDERIN MUCOLIT ;J01DB
PRINDEX MUCOLITICO ;J01DA
PRINIVIL ;C09AA
PRINIVIL PLUS ;C09BA
PRIORIX ;J07BD
PRIOSOL POTASIO ;B05ZB
PRIOSOL SIN POTASIO;B05ZB
PRISDAL ;N06AB
PRISMASOL ;B05ZB
PRITADOL ;C10AA
PRITOR ;C09CA
PRITOR PLUS ;C09DA
PRIVIGEN ;J06BA
PRIVINA ;R01AA
PRIXAR ;J01MA
PRO ACTIDIL ;R06AX
PRO EFFERALGAN ;N02BE
PRO ULCO ;A02BC
PROBIC ;L02BB
PROBILIN ;A05AB
PROCAINA SERRA ;N01BA
PROCATEROL ;R03CC
PROCICLO ;G03FB
PROCORALAN ;C01EB
PROCRIN ;L02AE
PROCRIN DEPOT;L02AE
PROCRIN MENSUAL ;L02AE
PROCRIN SEMESTRAL ;L02AE
PROCRIN TRIMESTRAL ;L02AE
PROCTIUM ;C05AA
PROCTOLOG ;C05AX
PROCTOSTEROID ;A07EA
PRODAMOX ;M01AB
PRODELION ;G02CB
PRODERMA ;J01AA
PRODESSAL ;A05C
PRODIGRIP ;J07BB
PROFASI HP ;G03GA
PROFER ;B03AB
PROFINIX ;G03AA
PROFLOX ;J01MA
PROGANDOL;C02CA
PROGANDOL NEO ;C02CA
PROGEFFIK ;G03DA
PROGESTOGEL;D11AX
PROGESTOSOL ;D11AX
PROGEVERA ;G03DA
PROGRAF ;L04AD
PROGYLUTON ;G03FA
PROGYNON DEPOT ;G03CA
PROGYNOVA;G03CA
PROHANCE;V08CA
PROLASTINA ;B02AB
PROLERT ;N06BC
PROLEUKIN ;L03AC
PROLIA ;M05BX
PROLORFIN ;G03AA
PROLUTON DEPOT ;G03DA
PROMAXOL ;R03CC
PROMETAX ;N06DA
PROMINAL ;N03AA
PROMIXIN ;J01XB
PRONITOL ;G04CX
PRONTAL ;R05FA
PRONTINA ;N02BE
PROPALGINA PLUS;R05X
PROPALGINA PS ;N02BE
PROPECIA ;D11AX
PROPESS 5 SISTEMAS LIBERACION VAGINAL ;G02AD
PROPIOCINE ;J01FA
PROPLEX T COMPL FACTO IX;B02BD
PROPOFOL;N01AX
PROPYRE ;N02BA
PROSBIS ;J01CA
PROSCAR ;G04CB
PROSKIN ;D02AB
PROSTACUR ;L02BB
PROSTAGLANDINA;G02AD
PROSTAMAL ;G04CX
PROSTIGMINE ;N07AA
PROSTUROL ;G04CX
PROTAMINA;V03AB
PROTAXIL ;M01AB
PROTECTOR ;A07DA
PROTELOS ;M05BX
PROTENZIMA ;A05BA
PROTERGAN ;A13AA
PROTHIADEN ;N06AA
PROTHROMPLEX IMMUNO TIM4 ;B02BD
PROTOFERRON ;B03AB
PROTOGOTAS ;A11JA
PROTONER ;A02BC
PROTOPIC ;D11AH
PROTOVIT ;A11BA
PROTOXIDO DE NITROGENO MEDICINAL AIR LIQUIDE B10 ;N01AX
PROTOXIDO DE NITROGENO MEDICINAL MESSER ;V03AN
PROVIMICINA ;J01AA
PROVIPEN ;J01CE
PROVIPEN BENZATINA;J01CE
PROVIPEN PROCAINA ;J01CE
PROVIRON ;G03BB
PROVISACOR ;C10AA
PROVOCHOLINE ;V04CX
PROXEN ;M01AE
PROXEN TOPICO;M02AA
PROZAC ;N06AB
PROZAC SEMANAL ;N06AB
PRUINA ;A06AB
PRULIT ;D04AX
PRYSMA ;A02BC
PSEUDOEFEDRINA ;R01BA
PSICO BLOCAN ;A03CB
PSICOCEN ;N05AL
PSICOSOMA ;N05CM
PSICOSOMA SOLUCION ;N05CX
PSICOTRIC ;N05AH
PSIQUIWAS ;N05BA
PSORANTRAL ;D05AC
PSORIASDIN ;D05AA
PSORIASDIN CORTICOIDE ;D05AA
PULMENO ;R03DA
PULMEX ;R01AX
PULMICORT ;R03BA
PULMO BORBALAN;R05CZ
PULMO HUBBER ANTIB;J01FA
PULMO MENAL ;R05CZ
PULMO VINCO ORAL;J01RA
PULMODUPLEX ;J01CA
PULMOFASA ;R05FA
PULMOFASA ANTIHISTAMINICO ;R05CA
PULMOFILINA ;R03DA
PULMONILO SYNERGIUM ;R05CZ
"PULMONILO SYNERGIUM ""FTE"" ";J01AA
PULMOSPIN ;R05CZ
PULMOSTERIN META ;R05CZ
PULMOSTERIN RETARD;R05CZ
PULMOTROPIC;J01AA
PULMOZYME ;R05CB
PUNTUAL ;A06AB
PUNTUALEX ;A06AB
PUREGON ;G03GA
PURGANTE ALEMAN ;A06AB
PURGANTE ORRAVAN ;A06AB
PURIFICADOR HEPATI RENAL ;V03AX
PURSENID ;A06AB
PYAFRICUM ;G04CX
PYLORI CHEK ;V04CX
PYLORID ;A02BA
PYOPEN ;J01CA
PYRALVEX ;A01AD
QLAIRA ;G03AB
QUADRAMET;V10BX
QUANTOR ;A02BA
QUDIX ;N05AH
QUENOBILAN ;A05AA
QUENOCOL;A05AA
QUENTIAX ;N05AH
QUERATIL ;D02AB
QUERCETOL HEMOSTATICO ;B02BX
QUERCETOL K ;B02BA
QUETIAMYLAN ;N05AH
QUETZAL ;N06BX
QUIEDORM ;N05CD
QUIMODRIL ;C03AX
QUIMOTRASE OFTALMICO ;S01XA
QUIMPE ANTIBIOTICO ;J01AA
QUIMPE VITAMIN ;A13AA
QUIMPE VITAMIN A D3 MASIVO ;A11CB
QUIMPE VITAMIN D3 ;A11CC
QUIMPE VITAMIN D3 FORTE ;A11CC
QUIMPEDOR ;N02BB
QUINAPRIL ;C09AA
QUINAPRIL/HIDROCLOROTIAZIDA ;C09BA
QUINICARDINA ;C01BA
QUINORTAR ;D05AA
QUINTAMICINA ;J01GB
QUINUPRINE ;N06AA
QUIPRO ;J01MA
QUIRALAM ;M01AE
QUIRGEL ;M02AA
QUOCIN ;D11AF
QUODERM ;D10AF
QUOMEM ;N07BA
QUOTA;C08CX
QUTENZA ;N01BX
QVAR ;R03BA
QVAR AUTOHALER ;R03BA
RABEPRAZOL ;A02BC
RABRO ;A02AF
RACESTYPTINE ;A01AB
RACESTYPTINE HILO ;A01AB
RADIALAR ;V08AA
RADIO SALIL ;M02AC
RALOXIFENO ;G03XC
RAMATOCINA ;M01BA
RAMIPRIL ;C09AA
RAMIPRIL+ HIDROCLOROTIAZIDA ;C09BA
RAN H2 ;A02BA
RANEXA ;C01EB
RANGOZONA ;M01AX
RANIDIN ;A02BA
RANILONGA ;A02BA
RANITIDINA ;A02BA
RANIVEL ;A02BA
RANIX ;A02BA
RANUBER ;A02BA
RAPAMUNE ;L04AA
RAPIDAL ;R06AX
RAPIDAL PLUS ;R06AX
RAPILYSIN ;B01AD
RAPTIVA ;L04AA
RASAL ;A07EC
RASILAMLO ;C09XA
RASILEZ ;C09XA
RASILEZ HCT ;C09XA
RASTINON ;A10BB
RATIOALERG ;R06AE
RATIODOL ;M01AE
RATIODOL GEL;M02AA
RATIOFEMIN ;G02CX
RATIOGRASTIM ;L03AA
RATIOGRIP ;R05X
RATIOMIR;N05CM
RATIOMUCOL;R05CB
RATIONASAL ;R01AA
RATIOPARCH ;M02AA
RAUDOPEN ;J01CA
RAVERON ;G04CX
RAVIGONA ;A11JA
REA AMOXICILINA ;J01CA
REA TOS AMOXICILINA ;R05CZ
REACTINE CETIRIZINA ;R06AE
REACTINE CETIRIZINA/PSEUDOEFEDRINA ;R01BA
REACTINE LEVOCABASTINA COLIRIO ;S01GX
REACTINE LEVOCABASTINANEBULIZADOR NASAL;R01AC
REANDRON ;G03BA
REBETOL ;J05AB
REBIF ;L03AB
REBOXETINA ;N06AX
RECA ;C09AA
RECEFRIL ;J01CA
RECOFOL ;N01AX
RECOMBINATE;B02BD
RECOMBIVAX HB ;J07BC
RECOX ;M01AH
RECTAMIGDOL;R02AA
RECTO MENADERM ;C05AA
RECTOGESIC ;C05AE
RECTOLMIN ANTITERM ;N02BB
RECTOLMIN BRONQUIAL ;R03DB
RECTOVALONE ;A07EA
REDOXC ;A11GA
REDOXON ;A11GA
REDOXON CALCIOVIT;A11GB
REDOXON COMPLEX ;A11AA
REDOXON COMPLEX FOL GINS ;A13AA
REDSENG POLIVIT ;A13AA
REDUCTEROL ;C10AB
REDUCTIL ;A08AA
REDUPRES RETARD ;C08DA
REDUTONA ;N03AB
REEMPLAZANTE GASTRI ;B05BB
REFACTO AF ;B02BD
REFLEX ;M02AC
REFLUDIN ;B01AE
REFORSIC ;A11EX
REFULGIN ;A11EX
REGAINE ;D11AX
REGAL ;A01AB
REGAXIDIL ;D11AX
REGENDER ;D05BX
REGENERON ;A13AA
REGENPROSTAT ;G04CX
REGEPAT ;A05BA
REGRANEX ;D03AX
REGRESIN HEMORROIDAL;C05AA
REGULATEN ;C09CA
REGULATEN PLUS ;C09DA
RELANA ;N05CX
RELAPAZ ;N06AB
RELAXEDANS ;N05CX
RELAXIBYS;M03BA
RELENZA ROTADISK ;J05AH
RELERT;N02CC
RELESTAT ;S01GX
RELIF ;M01AX
RELISTOR ;A06AH
RELIVERAN ;A12AX
RELOCICLINA ;J01AA
RELOXYL ;J01CA
RELOXYL MUCOLITICO ;R07AX
RELPAX ;N02CC
REMICADE ;L04AA
REMIFEMIN ;G02CX
REMIFENTANILO ;N01AH
REMINYL ;N06DA
REMISAN ;J01CA
REMISAN MUCOLITICO ;R05CZ
REMONTAL ;C08CA
RENAGEL ;V03AE
RENESE ;C02LA
RENEURON ;N06AB
RENGASIL ;M01AB
RENITEC ;C09AA
RENITECMAX ;C09BA
RENNIE ;A02AD
RENNIE DEFLATIN ;A02AF
RENNIE REFLUXINE ;A02BX
RENOCIL SPRAY NASAL ;R01AC
RENOCIS ;V09CA
RENORMAX ;C09AA
RENPRESS ;C09AA
RENVELA ;V03AE
REOPRO ;B01AC
REPAGLINIDA ;A10BX
REPLAGAL ;A16AB
REPLENS GEL VAGINAL ;G02CX
REPRESIL ;M01AX
REPTILASE;B02BX
REQUIP ;N04BC
REQUIP PROLIB ;N04BC
RESAN ;J01CA
RESAN MUCOLITICO ;R05CZ
RESAN RETARD ;R05CZ
RESINCALCIO ;V03AE
RESINCOLESTIRAMINA ;C10AC
RESINSODIO ;V03AE
RESISTEN RETARD ;R05CZ
RESIVIT IV ;B05XA
RESIVIT IV A+B ;B05XA
RESNEDAL;C02LA
RESOCHIN ;P01BA
RESOLOR ;A03AE
RESOLUTIVO REGIUM;G04BC
RESOLVEBOHM ;N02BE
RESORBORINA ;R02AA
RESOVIST ;V08CB
RESPIBIEN ;R01AA
RESPIBIEN ANTIALERGICO ;R01AB
RESPIR ;R01AA
RESPIR BALSAMICO ;R01AB
RESPIREX AMPICILINA ;J01CA
RESPIREX SUPOS;R05DB
RESPIROMA ;R03CC
RESPISIL ;R03DA
RESTID ;M01AB
RETACRIT ;B03XA
RETARPEN ;J01CA
RETARPEN BALSAMICO ;R05CZ
RETARPEN MUCOLITICO ;R05CZ
RETENS ;J01AA
RETICULOGEN FORTIFICADO ;B03BA
RETIMAX ;C04AD
RETINOVA;D10AD
RETIRIDES ;D10AD
RETOLEN ;R06AX
RETROVIR ;J05AF
REUDOL ;M01AB
REUFLODOL ;M01AB
REUMO ROGER;M01AB
REUMOQUIN ;M01AE
REUSIN ;M01AB
REUSIN TOPICO ;M02AA
REUTENOX ;M01AC
REVASC ;B01AE
REVATIO ;G04BE
REVIA ;N07BB
REVITONIL ;V03AX
REVLIMID ;L04AX
REVOLADE ;B02BX
REXER;N06AX
REXER FLAS ;N06AX
REXGENTA ;J01GB
REXILEN ;J01AA
REYATAZ ;J05AE
RHEOMACRODEX SALINO;B05AA
RHESOGAMMA P ;J06BB
RHESUMAN BERNA ;J06BB
RHINOCAP RETARD ;R01BA
RHINOCORT ;R01AD
RHINOCORT AQUA ;R01AD
RHINOCORT TURBUHALER ;R01AD
RHINOSPRAY ANTIALERGICO NEBULIZADOR;R01AB
RHINOSPRAY EUCALIPTUS ;R01AA
RHINOSPRAY NEBULIZADOR ;R01AA
RHODOGIL ;J01RA
RHONAL;N02BA
RHOPHYLAC ;J06BB
RIAMET ;P01BE
RIASTAP ;B02BB
RIBASTAMIN ;J01GB
RIBAVIRINA ;J05AB
RIBUJET ;R03BA
RIBUSOL BUCAL ;R03BA
RIBUSOL NASAL ;R01AD
RIBUSOL TOPICO ;D07AC
RICINO KOKI;A06AB
RIDAURA ;M01CB
RIFAGEN ;J04AB
RIFALDIN ;J04AB
RIFAMICINA COLIRIO;S01AA
RIFAMPICINA ;J01XX
RIFATER ;J04AM
RIFAZIDA ;J04AM
RIFEDOT ;R06AE
RIFINAH ;J04AM
RIFOCINA;J04AB
RIGEVIDON ;G03AA
RIGORAN ;J01MA
RILAST FORTE TURBUHALER;R03AK
RILAST TURBUHALER ;R03AK
RILUTEK ;N07XX
RILUZOL ;N07XX
RIMACTAN ;J04AB
RIMACTAZID ;J04AM
RIMAFUNGOL ;D01AE
RIMAGRIP ;R05X
RIMBOL ;R06AX
RIMCURE ;J04AM
RIMEVAX ;J07BD
RIMIFON ;J04AC
RIMPARIX VAC DOBLE VIRAL;J07BE
RIMSTAR ;J04AM
RIN UP ;R01AA
RINACTIVE ;R01AD
RINELON NASAL ;R01AD
RINGER BAXTER VIAFLO;B05BB
RINGER BICARBONATO ;B05XA
RINGER BIEFFE MEDITAL;B05XA
RINGER BRAUN;B05BB
RINGER FRESENIUS KABI;B05BB
RINGER GRIFOLS ;B05BB
RINGER LACTADA BAXTER NEOLITER;B05XA
RINGER LACTADA FRESENIUS ;B05BB
RINGER LACTADO GRIFOLS;B05BB
RINGER LACTATO BIEFFE MEDITAL ;B05BB
RINGER LACTATO BIOMENDI ;B05BB
RINGER LACTATO BP BIEFFE ;B05BB
RINGER LACTATO FRESENIUS KABI ;B05BB
RINGER LACTATO MEIN ;B05BB
RINGER LACTATO PHYSAN ;B05BB
RINGER LACTATO TECSOLPAR ;B05BB
RINGER LACTATO VITULIA ;B05BB
RINGER RAPIDE ;B05XA
RINIALER ;R06AX
RINILYN ;R01AC
RINO CIVERAN;R01BA
RINO DEXA ;R01AD
RINO EBASTEL ;R01BA
RINO GLUCOL SULF ;R01AB
RINOBACTIL ;R01BA
RINOBANEDIF ;R01AD
RINOBEREN ;R01AX
RINOBLANCO ;R01AA
RINOBLANCO DEXA ANTIBIOTICO ;R01AA
RINOCORIN ;R01AA
RINOCORIN ANTIALERGICO;R01AB
RINOCUSI VITAMINICO ;R01AX
RINODIF ;R01AA
RINOFLUMIL ;R01AD
RINOFOL ;R01AA
RINOFOL ORAL ;R01BA
RINOFRENAL ;R01AC
RINOFRENAL PLUS;R01AC
RINOMAX ;R01BA
RINOMICINE ;R05X
RINOMICINE ACTIVADA ;R05X
RINOPANTOL ;R01AB
RINOPLEX ;R01BA
RINOPLEX RETARD ;R01BA
RINORETARD ;R01BA
RINOSONE ;R01AD
RINOSULAR ;R01AD
RINOTIAZOL FENILEFRI ;R01AB
RINOVITEX;R01AX
RINOVITNA ;R01AD
RIOTAPEN MUCOLITICO ;J01CA
RIPRAZO ;C09XA
RIPRAZO HCT ;C09XA
RISCALON ;M01AB
RISCALON TOPICO ;M02AA
RISEDRONATO ;M05BA
RISFARMAL ;N05AX
RISPEMYLAN ;N05AX
RISPERDAL ;N05AX
RISPERDAL CONSTA;N05AX
RISPERDAL FLAS;N05AX
RISPERIDONA ;N05AX
RISPRAN ;R03CC
RISPRAN AEROSOL;R03CC
RISTABEN ;A10BH
RISTALEN ;C09AA
RISTFOR ;A10BD
RIVASTIGMINA ;N06DA
RIVOTRIL ;N03AE
RIZAN ;D11AH
ROACTEMRA ;L04AC
ROACUTAN ANDREU ;D10AD
ROACUTAN ROCHE ;D10BA
ROBAXIN ;M03BA
ROBAXISAL ;M03BA
ROBAXISAL COMPUESTO ;M03BA
ROBERFARIN ;R02AA
ROBERVITAL ;M01AX
ROBITUSSIN ;R05CA
ROBITUSSIN DM ANTITUSIVO ;R05DA
ROBITUSSIN PE ;R05CA
ROCALTROL ;A11CC
ROCEFALIN ;J01DD
ROCHEVIT;A11AA
ROCOZ ;N05AH
ROCURONIO ;M03AC
RODOMICINA ;J01AA
ROFERON A ;L03AB
ROHIPNOL ;N05CD
ROIDHEMO;C05AX
ROLPRYNA ;N04BC
ROMADIN ;R06AX
ROMILAR ;R05DA
RONAME ;A10BB
RONDEC FILMTAB ;R01BA
ROPINIROL;N04BC
ROPIVACAINA G.E.S;N01BB
ROSALGIN ;G02CC
ROSALGIN PRONTO ;G02CC
ROTARIX ;J07BH
ROTATEQ ;J07BH
ROTESAN ;J01FA
ROTRAMIN ;J01FA
ROVAMYCINE ;J01FA
ROVILAX ;A06AX
ROWACHOL ;A05AX
ROWANEFRIN ;G04BX
ROXITRO ;J01FA
ROXITROMICINA;J01FA
ROXIWAS ;A02BA
ROXYCIC ;J01FA
ROYEN ;V03AE
ROZEX ;D06BX
RUBACINA ;A02BA
RUBEATEN ;J07BJ
RUBEUMAN ;J06BB
RUBIA PAVER ;G04BC
RUBIFEN ;N06BA
RUBIULCER ;A02BA
RUBROCORTIN ;B03BA
RUIBARBO;A06AB
RULIDE ;J01FA
RULIVAN ;N06AX
RULUN ;C02LA
RUPAFIN ;R06AX
RUSCORECTAL ;C05AX
RUSCUS LLORENS;C05AA
RUTICE FUERTE ;C05CA
RYTMONORM ;C01BC
S AMET PARENTERAL ;A16AA
SABANOTROPICO;D07XB
SABORTONIC ;A13AA
SABRILEX ;N03AG
SADEFEN ;M01AE
SAETIL ;M01AE
SAFLUTAN ;S01EE
SAIZEN ;H01AC
SAIZEN CLICK EASY ;H01AC
SAL DE FRUTA ENO ;A02AH
SALAGEN ;N07AX
SALAZOPYRINA;A07EC
SALBUAIR ;R03AC
SALBUTAMOL ALDO UNION ;R03AC
SALCEDOGEN;A06AG
SALCEDOL ;A06AD
SALCEMETIC ;A05AX
SALDEVA ;N02BE
SALDEVA FORTE;N02BE
SALES DE FRUTAS;A02AH
SALES DINAMICAS ;D11AF
SALES GRAS ;D11AX
SALETON ;A07AX
SALIDUR ;C03EB
SALINA BAXTER ;B05XA
SALINA FISIOLOGICA GRIFOLS ;V07AB
SALINA FISIOLOGICA INIBSA ;B05BB
SALINA FRESENIUS KABI ;B05BB
SALINA IRRIGACION GRIFOLS ;B05XA
SALINA LAVADO GRIFOLS ;B05XA
SALINA NORMAL BAXTER ;B05XA
SALITANOL ESTREPTOMICINA ;A07AA
SALMAGNE;A06AD
SALOFALK ;A07EC
SALONGO ;D01AC
SALONGO VAGINAL;G01AF
SALVACAM ;M01AC
SALVACAM TOPICO ;M02AA
SALVACID ;A02BA
SALVACOLINA ;A07AX
SALVACOLINA NF ;A07DA
SALVACOLINA NN ;A07AX
SALVACOLINA SUSPENSION ;A07DA
SALVACOLON ;A07FA
SALVALION;C04AX
SALVAPEN ;J01CA
SALVAPEN MUCOLITICO;R05CZ
SALVARINA ;M01AE
SALVATRIM ;J01EE
SALVESEPT ;D08AC
SAMBIL ;A05AB
SAMSCA ;C03XA
SANADEN REFORZADO ;A01AD
SANAMIDOL;A02BC
SANDIMMUN ;L04AD
SANDIMMUN NEORAL ;L04AD
SANDOMIGRAN ;N02CX
SANDOSTATIN ;H01CB
SANGCYA ;L04AA
SANICEL ;G01AA
SANICEL CREMA VAGINAL;G01AA
SANIEB ;A16AX
SANODIN GEL;A01AD
SANOYODO ;D08AG
SARCOP ;P03AC
SARGISTHENE ;A13AA
SARIDON ;N02BE
SARILEN ;A02BA
SARONIL ;A04AA
SARTOL ;D04AX
SASPRYL ;N02BA
SASTID JABON;D11AC
SASULEN ;M01AC
SASULEN TOPICO ;M02AA
SATAL COMPUESTO ;A03DB
SATIVEX ;N02BG
SATOKANE ;G04CA
SAURAN ;N06BX
SAVENE ;V03AF
SAVEPROST;L02BB
SAVLON ;D08AX
SAYOMOL ;D04AA
SCALPICIN CAPILAR;D07AA
SCANDINIBSA ;N01BB
SCANDINIBSA C/EPINEFRINA ;N01BB
SCANLUX ;V08AB
SCHERICUR ;D07AA
SCHERIPROCT ;C05AA
SCINTIMUN ;V09HA
SCLANE RETARD;H02AB
SEBIPROX ;D01AE
SEBIVO ;J05AF
SEBRANE ;G04CA
SEBUMSELEN ;D11AC
SECABIOL;A16AA
SECADREX ;C07BB
SECALIP ;C10AB
SECALIP RETARD ;C10AB
SECALIP SUPRA ;C10AB
SECREBIL B ;A05AB
SECREPAT ;A02AD
SECREPAT FORTE ;A02AD
SECREPINA;A02BC
SECTRAL ;C07AB
SECUBAR ;C09AA
SECUBAR DIU ;C09BA
SECUROPEN ;J01CA
SEDALIUM ;A03CA
SEDALMERCK ;N02BB
SEDANS TRANQUILIZANTE;N05BC
SEDERGINE ;N02BA
SEDERGINE C ;N02BA
SEDERLONA;N05BA
SEDICEPAN ;N05BA
SEDIONBEL FLAS ;N06AX
SEDO RAPIDE ;N07BC
SEDOFARIN ;R02AA
SEDONAT ;N05CX
SEDOTIME;N05BA
SEGURIL ;C03CA
SEHCAT;V09DX
SEKISAN ;R05DB
SELAN ;J01DC
SELECTREN ORAL ;H02AB
SELEGILINA PROFAS ;N04BD
SELOPRESIN;C07BB
SEMANDROL SEMANAL;M05BA
SENDRAS ;L01DB
SENIORAL ;R01BA
SENRO ;J01MA
SENSEDOL ;N01BX
SEPCEN ;J01MA
SEPTACEF ;J01DB
SEPTANEST C/ADRENALINA ;N01BB
SEPTOCIPRO ;J01MA
SEPTOCIPRO OTICO ;S02AA
SEPTOPER ;J01MA
SEPTRIN ;J01EE
"SEPTRIN ""FORTE"" ";J01EE
SEPTRIN BALSAMICO ;J01RA
SERACTIL ;M01AE
SERC ;N07CA
SERDOLECT ;N05AE
SEREGRA;N06AB
SERENADE ;N05CD
SEREPROSTAT ;G04CX
SERETIDE;R03AK
SERETIDE ACCUHALER ;R03AK
SEREVENT ;R03AC
SEREVENT ACCUHALER ;R03AC
SEREVENT ROTADISKX;R03AC
SERFABIOTIC ;J01CA
SERFOXIDE ;A11HA
SERGOGIAL ;N02BA
SERINFLU ;J07BB
SERMION ;C04AE
SERNAX ;D01AC
SEROPRAM ;N06AB
SEROQUEL ;N05AH
SEROQUEL PROLONG;N05AH
SEROQUIM TETRA;J01AA
SEROXAT ;N06AB
SERPASOL ;C02AA
SERRAGRIP ;R05X
SERSEITRAN ;N06AB
SERTRABRAIN ;N06AB
SERTRALINA ;N06AB
SERTRALIX ;N06AB
SERTRAMYLAN ;N06AB
SERVETINAL ;A02AG
SETAVAX ;J01XX
SETOFILM ;A04AA
SEVIKAR;C09DB
SEVIKAR HCT;C09DX
SEVORANE ;N01AB
SEVREDOL ;N02AA
SEVRIUM ;N07BB
SIATEN ;N05CF
SIBELIUM ;N07CA
SIBEVIT ;A11HA
SIBUL ;N01AX
SICAL ;H05BA
SICAL NASAL ;H05BA
SICCAFLUID ;S01XA
SICO RELAX ;N05BA
SICORTEN ;D07AC
SICORTEN PLUS ;D07BC
SIEPEX ;R05DA
SIKLOS ;L01XX
SILARGIN ;A02AF
SILARINE ;A05BA
SILDENAFILO ;G04BE
SILIDERMIL ;D02AB
SILIKLARI ;A05BA
SILIMAG ;A02AA
SILIMAG BELLADONA;A02AG
SILIMARINA MEDICAL ;A05BA
SILIMAZU ;A05BA
SILKIS ;D05AX
SILODYX ;G04CA
SILOSTAR ;C07AB
SILOSTAR PLUS ;C07BB
SILUBIN RETARD;A10BA
SILVEDERMA;D06BA
SIMATIN ;N03AD
SIMDAX;C01CX
SIMOLAN ;N03AX
SIMPONI ;L04AB
SIMPROX ;R06AX
SIMULECT ;L04AA
SIMVASTATINA ;C10AA
SIMVASTUR ;C10AA
SINE FLUOR ;D07AB
SINECOD ;R05DA
SINEFRICOL ;R05X
SINEGASTRIN ;A02AD
SINEMET ;N04BA
SINEMET PLUS ;N04BA
SINEMET PLUS RETARD ;N04BA
SINEMET RETARD ;N04BA
SINEQUAN ;N06AA
SINERGINA S;N03AB
SINGULAIR ;R03DC
SINMAREN ;L02BA
SINMOL ;N02BE
SINOGAN ;N05AA
SINOXIS ;C04AX
SINPIR ;R01AA
SINSUMIN ;M01AB
SINTECILINA ;J01CA
SINTONAL ;N05CD
SINTROGEL 40 COMPRIMIDOS MASTIC;A02AD
SINTROM ;B01AA
SINTROM UNO ;B01AA
SINULONE;R01AA
SINUS INHALACIONES ;R01AX
SINUS INYECTABLE ;J01CA
SINUS ORAL ;J01CA
SIRDALUD ;M03BX
SIRODINA ;N05AL
SISOMINA ;J01GB
SKELID ;M05BA
SKENAN ;N02AA
SKILAX ;A06AB
SKINOREN;D10AX
SMOFLIPID ;B05BA
SMOKELESS ;N07BA
SOBILE;N05BA
SOBREPIN;R05CB
SOBRONIL ;M01AE
SODIOFOLIN ;V03AF
